                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.1956,                0.85828,                  1.105,                 0.4775,                0.30642,                0.30479,                0.14409,                 2.0302,                 1.9443,                 1.3172,             0.00064803,             0.00064803,             0.00064803
                    147,                 1.1561,                0.75863,                 1.0432,                 0.4775,                0.30642,                0.30479,                0.14409,                 2.0302,                 1.9443,                 1.3172,             0.00064623,             0.00064623,             0.00064623
                    148,                 1.1252,                0.77278,                 1.0671,                 0.4775,                0.30642,                0.30479,                0.14409,                 2.0302,                 1.9443,                 1.3172,             0.00064443,             0.00064443,             0.00064443
                    149,                 1.2107,                0.78691,                 1.0861,                 0.4775,                0.30642,                0.30479,                0.14409,                 2.0302,                 1.9443,                 1.3172,             0.00064263,             0.00064263,             0.00064263
                    150,                 1.2082,                0.80076,                 1.1242,                0.43903,                0.30146,                0.30815,                0.14239,                 2.0566,                 1.8569,                 1.3316,             0.00064083,             0.00064083,             0.00064083
                    151,                 1.2004,                0.84134,                 1.1385,                0.43903,                0.30146,                0.30815,                0.14239,                 2.0566,                 1.8569,                 1.3316,             0.00063903,             0.00063903,             0.00063903
                    152,                 1.0922,                0.81906,                 1.1053,                0.43903,                0.30146,                0.30815,                0.14239,                 2.0566,                 1.8569,                 1.3316,             0.00063723,             0.00063723,             0.00063723
                    153,                 1.1852,                0.82749,                  1.113,                0.43903,                0.30146,                0.30815,                0.14239,                 2.0566,                 1.8569,                 1.3316,             0.00063543,             0.00063543,             0.00063543
                    154,                 1.1882,                0.84962,                 1.1383,                0.37148,                0.36794,                0.34299,                0.16384,                 1.9452,                 1.6772,                 1.2751,             0.00063363,             0.00063363,             0.00063363
                    155,                 1.1292,                0.77176,                 1.0666,                0.37148,                0.36794,                0.34299,                0.16384,                 1.9452,                 1.6772,                 1.2751,             0.00063183,             0.00063183,             0.00063183
                    156,                  1.154,                0.82325,                 1.1284,                0.37148,                0.36794,                0.34299,                0.16384,                 1.9452,                 1.6772,                 1.2751,             0.00063003,             0.00063003,             0.00063003
                    157,                 1.0917,                0.79192,                 1.0845,                0.37148,                0.36794,                0.34299,                0.16384,                 1.9452,                 1.6772,                 1.2751,             0.00062823,             0.00062823,             0.00062823
                    158,                 1.1769,                0.77223,                 1.0616,                 0.5411,                0.36004,                0.40324,                0.19784,                  1.816,                 1.5605,                 1.2306,             0.00062643,             0.00062643,             0.00062643
                    159,                 1.2097,                0.80493,                 1.0754,                 0.5411,                0.36004,                0.40324,                0.19784,                  1.816,                 1.5605,                 1.2306,             0.00062463,             0.00062463,             0.00062463
                    160,                 1.1519,                0.78469,                 1.0491,                 0.5411,                0.36004,                0.40324,                0.19784,                  1.816,                 1.5605,                 1.2306,             0.00062283,             0.00062283,             0.00062283
                    161,                 1.2228,                0.79707,                 1.1102,                 0.5411,                0.36004,                0.40324,                0.19784,                  1.816,                 1.5605,                 1.2306,             0.00062103,             0.00062103,             0.00062103
                    162,                 1.1884,                0.81894,                 1.0989,                0.48759,                0.45046,                0.46235,                0.22994,                 1.8044,                 1.4861,                  1.241,             0.00061923,             0.00061923,             0.00061923
                    163,                 1.1136,                0.75087,                 1.0979,                0.48759,                0.45046,                0.46235,                0.22994,                 1.8044,                 1.4861,                  1.241,             0.00061743,             0.00061743,             0.00061743
                    164,                 1.0782,                0.72451,                 1.0452,                0.48759,                0.45046,                0.46235,                0.22994,                 1.8044,                 1.4861,                  1.241,             0.00061563,             0.00061563,             0.00061563
                    165,                 1.2003,                0.80789,                 1.1205,                0.48759,                0.45046,                0.46235,                0.22994,                 1.8044,                 1.4861,                  1.241,             0.00061383,             0.00061383,             0.00061383
                    166,                 1.1226,                0.71469,                 1.0713,                0.51413,                0.45823,                0.48213,                0.23684,                 1.8466,                 1.4811,                 1.2767,             0.00061203,             0.00061203,             0.00061203
                    167,                 1.1374,                0.80532,                 1.0564,                0.51413,                0.45823,                0.48213,                0.23684,                 1.8466,                 1.4811,                 1.2767,             0.00061023,             0.00061023,             0.00061023
                    168,                 1.0331,                0.71039,                 1.0642,                0.51413,                0.45823,                0.48213,                0.23684,                 1.8466,                 1.4811,                 1.2767,             0.00060843,             0.00060843,             0.00060843
                    169,                 1.1117,                0.76078,                 1.0497,                0.51413,                0.45823,                0.48213,                0.23684,                 1.8466,                 1.4811,                 1.2767,             0.00060663,             0.00060663,             0.00060663
                    170,                 1.1852,                0.77386,                  1.091,                0.46241,                0.46985,                0.47032,                0.23885,                 1.7743,                 1.5757,                 1.2395,             0.00060483,             0.00060483,             0.00060483
                    171,                 1.1385,                0.77478,                 1.0774,                0.46241,                0.46985,                0.47032,                0.23885,                 1.7743,                 1.5757,                 1.2395,             0.00060303,             0.00060303,             0.00060303
                    172,                 1.1588,                0.76788,                 1.1057,                0.46241,                0.46985,                0.47032,                0.23885,                 1.7743,                 1.5757,                 1.2395,             0.00060123,             0.00060123,             0.00060123
                    173,                  1.187,                0.77142,                 1.0839,                0.46241,                0.46985,                0.47032,                0.23885,                 1.7743,                 1.5757,                 1.2395,             0.00059943,             0.00059943,             0.00059943
                    174,                 1.1178,                0.76715,                 1.0187,                0.49025,                 0.3853,                0.43308,                0.21724,                 1.7024,                 1.6286,                 1.1833,             0.00059763,             0.00059763,             0.00059763
                    175,                 1.2691,                0.86467,                 1.1251,                0.49025,                 0.3853,                0.43308,                0.21724,                 1.7024,                 1.6286,                 1.1833,             0.00059583,             0.00059583,             0.00059583
                    176,                 1.0679,                0.72885,                 1.0439,                0.49025,                 0.3853,                0.43308,                0.21724,                 1.7024,                 1.6286,                 1.1833,             0.00059403,             0.00059403,             0.00059403
                    177,                 1.1612,                0.76784,                 1.0678,                0.49025,                 0.3853,                0.43308,                0.21724,                 1.7024,                 1.6286,                 1.1833,             0.00059223,             0.00059223,             0.00059223
                    178,                  1.082,                0.72818,                 1.0622,                0.50484,                0.38488,                0.39675,                0.18071,                 1.7769,                 1.7453,                 1.1941,             0.00059043,             0.00059043,             0.00059043
                    179,                 1.0977,                0.74603,                  1.053,                0.50484,                0.38488,                0.39675,                0.18071,                 1.7769,                 1.7453,                 1.1941,             0.00058863,             0.00058863,             0.00058863
                    180,                 1.1622,                0.80161,                 1.0638,                0.50484,                0.38488,                0.39675,                0.18071,                 1.7769,                 1.7453,                 1.1941,             0.00058683,             0.00058683,             0.00058683
                    181,                 1.0459,                0.72616,                 1.0527,                0.50484,                0.38488,                0.39675,                0.18071,                 1.7769,                 1.7453,                 1.1941,             0.00058503,             0.00058503,             0.00058503
                    182,                 1.1118,                0.79616,                 1.0653,                0.47356,                0.38146,                0.37673,                0.17222,                 1.7656,                 1.7932,                 1.1975,             0.00058323,             0.00058323,             0.00058323
                    183,                 1.0102,                0.69608,                 1.0374,                0.47356,                0.38146,                0.37673,                0.17222,                 1.7656,                 1.7932,                 1.1975,             0.00058143,             0.00058143,             0.00058143
                    184,                 1.0576,                0.71747,                  1.058,                0.47356,                0.38146,                0.37673,                0.17222,                 1.7656,                 1.7932,                 1.1975,             0.00057963,             0.00057963,             0.00057963
                    185,                 1.0499,                0.73743,                 1.0566,                0.47356,                0.38146,                0.37673,                0.17222,                 1.7656,                 1.7932,                 1.1975,             0.00057783,             0.00057783,             0.00057783
                    186,                 1.0339,                0.70741,                 1.0546,                0.46886,                0.42433,                0.41747,                0.19515,                 1.7448,                 1.7607,                 1.2051,             0.00057603,             0.00057603,             0.00057603
                    187,                 1.0399,                0.68233,                 1.0515,                0.46886,                0.42433,                0.41747,                0.19515,                 1.7448,                 1.7607,                 1.2051,             0.00057423,             0.00057423,             0.00057423
                    188,                 1.1433,                0.74867,                 1.0496,                0.46886,                0.42433,                0.41747,                0.19515,                 1.7448,                 1.7607,                 1.2051,             0.00057243,             0.00057243,             0.00057243
                    189,                 1.0881,                0.73663,                 1.0616,                0.46886,                0.42433,                0.41747,                0.19515,                 1.7448,                 1.7607,                 1.2051,             0.00057063,             0.00057063,             0.00057063
                    190,                 1.0722,                0.74891,                 1.0489,                0.43692,                0.44331,                0.42728,                0.20983,                 1.8334,                   1.68,                 1.2059,             0.00056883,             0.00056883,             0.00056883
                    191,                 1.0379,                 0.6916,                 1.0456,                0.43692,                0.44331,                0.42728,                0.20983,                 1.8334,                   1.68,                 1.2059,             0.00056703,             0.00056703,             0.00056703
                    192,                 1.0353,                0.70403,                 1.0403,                0.43692,                0.44331,                0.42728,                0.20983,                 1.8334,                   1.68,                 1.2059,             0.00056523,             0.00056523,             0.00056523
                    193,                 1.0831,                0.73305,                 1.0482,                0.43692,                0.44331,                0.42728,                0.20983,                 1.8334,                   1.68,                 1.2059,             0.00056343,             0.00056343,             0.00056343
                    194,                 1.0709,                 0.7035,                 1.0317,                0.43915,                0.47157,                0.44085,                0.22273,                  1.831,                  1.583,                 1.1944,             0.00056163,             0.00056163,             0.00056163
                    195,                 1.0851,                0.71497,                 1.0468,                0.43915,                0.47157,                0.44085,                0.22273,                  1.831,                  1.583,                 1.1944,             0.00055983,             0.00055983,             0.00055983
                    196,                0.99895,                0.70217,                 1.0194,                0.43915,                0.47157,                0.44085,                0.22273,                  1.831,                  1.583,                 1.1944,             0.00055804,             0.00055804,             0.00055804
                    197,                 1.0588,                0.73822,                 1.0629,                0.43915,                0.47157,                0.44085,                0.22273,                  1.831,                  1.583,                 1.1944,             0.00055624,             0.00055624,             0.00055624
                    198,                 1.0715,                0.70499,                 1.0339,                0.56066,                 0.4447,                0.46303,                0.23143,                  1.782,                 1.5667,                 1.1838,             0.00055444,             0.00055444,             0.00055444
                    199,                 1.0727,                0.69727,                 1.0622,                0.56066,                 0.4447,                0.46303,                0.23143,                  1.782,                 1.5667,                 1.1838,             0.00055264,             0.00055264,             0.00055264
                    200,                 1.1297,                0.71933,                 1.0668,                0.56066,                 0.4447,                0.46303,                0.23143,                  1.782,                 1.5667,                 1.1838,             0.00055084,             0.00055084,             0.00055084
                    201,                 1.0853,                  0.699,                 1.0366,                0.56066,                 0.4447,                0.46303,                0.23143,                  1.782,                 1.5667,                 1.1838,             0.00054904,             0.00054904,             0.00054904
                    202,                 1.0523,                0.65635,                 1.0275,                0.45174,                0.47874,                0.46131,                  0.226,                 1.7901,                 1.5465,                  1.193,             0.00054724,             0.00054724,             0.00054724
                    203,                 1.0275,                0.66573,                   1.04,                0.45174,                0.47874,                0.46131,                  0.226,                 1.7901,                 1.5465,                  1.193,             0.00054544,             0.00054544,             0.00054544
                    204,                 1.0547,                0.70765,                 1.0393,                0.45174,                0.47874,                0.46131,                  0.226,                 1.7901,                 1.5465,                  1.193,             0.00054364,             0.00054364,             0.00054364
                    205,                  1.055,                0.68616,                 1.0598,                0.45174,                0.47874,                0.46131,                  0.226,                 1.7901,                 1.5465,                  1.193,             0.00054184,             0.00054184,             0.00054184
                    206,                 1.0034,                0.66578,                 1.0417,                0.45455,                0.49418,                0.46448,                0.22208,                 1.8212,                 1.5054,                 1.2294,             0.00054004,             0.00054004,             0.00054004
                    207,                0.95116,                0.65985,                  1.022,                0.45455,                0.49418,                0.46448,                0.22208,                 1.8212,                 1.5054,                 1.2294,             0.00053824,             0.00053824,             0.00053824
                    208,                 1.0292,                 0.6818,                 1.0648,                0.45455,                0.49418,                0.46448,                0.22208,                 1.8212,                 1.5054,                 1.2294,             0.00053644,             0.00053644,             0.00053644
                    209,                 1.0775,                0.71389,                 1.0599,                0.45455,                0.49418,                0.46448,                0.22208,                 1.8212,                 1.5054,                 1.2294,             0.00053464,             0.00053464,             0.00053464
                    210,                 1.0572,                0.71425,                 1.0363,                0.43866,                0.46859,                0.47158,                0.22481,                 1.7775,                 1.4704,                 1.2155,             0.00053284,             0.00053284,             0.00053284
                    211,                 1.0087,                0.65742,                 1.0378,                0.43866,                0.46859,                0.47158,                0.22481,                 1.7775,                 1.4704,                 1.2155,             0.00053104,             0.00053104,             0.00053104
                    212,                 1.0258,                0.68827,                 1.0587,                0.43866,                0.46859,                0.47158,                0.22481,                 1.7775,                 1.4704,                 1.2155,             0.00052924,             0.00052924,             0.00052924
                    213,                 1.0824,                 0.7004,                 1.0476,                0.43866,                0.46859,                0.47158,                0.22481,                 1.7775,                 1.4704,                 1.2155,             0.00052744,             0.00052744,             0.00052744
                    214,                 1.0092,                0.69618,                 1.0377,                0.45159,                0.44435,                0.49328,                0.24917,                 1.7316,                 1.4244,                 1.1973,             0.00052564,             0.00052564,             0.00052564
                    215,                0.97987,                0.71053,                 1.0075,                0.45159,                0.44435,                0.49328,                0.24917,                 1.7316,                 1.4244,                 1.1973,             0.00052384,             0.00052384,             0.00052384
                    216,                  1.126,                0.79296,                 1.0393,                0.45159,                0.44435,                0.49328,                0.24917,                 1.7316,                 1.4244,                 1.1973,             0.00052204,             0.00052204,             0.00052204
                    217,                 1.0805,                0.73091,                 1.0386,                0.45159,                0.44435,                0.49328,                0.24917,                 1.7316,                 1.4244,                 1.1973,             0.00052024,             0.00052024,             0.00052024
